speechid	speechpath	speaker_id	review_score	transcript	category	speaker_gender	speaker_age
WEZPuqOvS86hhH9GDvwS	audio/0e4c825f-f95c-4d5d-8249-26defb584c7f.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	ചങ്ങലയ്ക്കു ഭ്രാന്തു പിടിച്ചാലോ?	proverb	Male	30-40
WNqAXSOZpTbZluO4GaSI	audio/fccd3877-7e1f-4da0-a3cb-fb41dce67116.wav	Li6cyWawv0TavTANle4yTmzCDty2	3	നിന്റെ കയ്യിൽ പൈസയുണ്ടോ?	conversation	Female	50-60
WOsaX2AgUeaYG6zj0c7q	audio/02e029e0-2c73-45bb-b2a4-5dcae62c3316.wav	KPppnsxEYoYUpLTsjFfNl8exkYv1	3	എന്നാലതിനെ കൊല്ലാന്‍ ഒരു കാരണം കണ്ടെത്തിയിട്ട് മതി ശാപ്പിടാന്‍ എന്നു ചെന്നായ് ഉറപ്പിച്ചു	story	default	default
WPeFsleH7mExsgHLFAJx	audio/0940860a-3597-41e3-9797-b474df75b58d.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	തേൻകുടവും ഈച്ചകളും	story	Male	30-40
WTe0KLSDaKH5tph4oKzF	audio/7420187d-2ba7-468e-90f9-905805e05149.wav	2N3Ywed7TuTc5eIWD58BinJ8aUq2	3	നിന്റെ കയ്യിൽ പൈസയുണ്ടോ?	conversation	default	default
Wdp4Ku3R0gS1EaKs2GaX	audio/8e99e062-6035-4c54-b37a-e3ef201f299c.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	3	ഉള്ളതു പറഞ്ഞാൽ ഉറിയും ചിരിക്കും.	proverb	default	default
WfIhiX6rPsw6vc4DAUVb	audio/e3374d77-b62b-4d86-ad3c-c51d62dd736d.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	ഉറുമ്പും പ്രാവും	story	Male	30-40
WkY2485drDfiXNf3I2ri	audio/e7762233-496c-4331-a317-c3e197fe3a91.wav	KPppnsxEYoYUpLTsjFfNl8exkYv1	3	അലക്കുകാരനും കൊല്ലനും	story	default	default
WmASwJNpRlMGPDLyG1qn	audio/6dbbc2ca-d459-4baf-9c90-6a7a6802659c.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	അത്താഴം മുടക്കാൻ നീർക്കോലി മതി.	proverb	Male	30-40
WnK4jmyVHFIEXRWivJ8e	audio/ad793d86-c376-4b60-a107-e618d67122ef.wav	MYf90clR8ehYYBOp1NAncn85tuH3	3	ഇവിടെയൊക്കെ നല്ല തണുപ്പാണ്.	conversation	default	default
WsdqxJvi4GJOZzb4YvPr	audio/66d85eab-85b7-44de-ba93-c92734c7ad09.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	അതു പോലെ ശ്രുതിമീട്ടാന്‍ അവനു പൂതിയായി	story	Female	30-40
WxbyyCBh9FzupeidK5VU	audio/1fee515f-f2b4-4d4e-b219-0db3c007946c.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	അയ്യോ എനിയ്ക്ക് വേണ്ട.	conversation	Female	30-40
X1SofMVeHiXi0VVdhecp	audio/e8a97694-94c6-4c94-999d-cd58af54fa9c.wav	Li6cyWawv0TavTANle4yTmzCDty2	3	പോകാനിനി ഒരിടം ബാക്കിയില്ല.	conversation	Female	50-60
X2N0KaRMShufv9ernHkk	audio/92d421cd-c623-483a-a411-5a1c1078c357.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	വരിയിൽ നിന്നോളൂ.	conversation	Female	30-40
X2mLeWTL3xt9GJGlQwyw	audio/b570bcb3-787b-4149-8f55-7a8dfbc76803.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	വീട്ടിൽ ആരൊക്കെയുണ്ട്?	conversation	Female	30-40
X75WDqAKZXrH7whbHb0P	audio/6586e14b-18ff-4c17-af8d-9cc042db5614.wav	z3wZ4kXep4cqT5yjIt6nPkzvZl52	3	എന്റെ കുഞ്ഞിന് നല്ല സുഖമില്ല.	conversation	default	default
XMuz4Z67RRlQ0s2so79s	audio/0c78ab2c-f027-4bdf-b0c9-db3c90aabc4f.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	ഇവിടെയൊക്കെ നല്ല തണുപ്പാണ്.	conversation	Male	30-40
XNVbudell5v7FlE8j6Oq	audio/0412d4fa-e05b-4e4e-8396-44dff05183bc.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	കക്ക വിഴുങ്ങിയ നായ	story	Female	30-40
XPyUfqskVL0Ag36QsmbG	audio/b09587ea-c5ff-4f4b-ba35-576ea949c66c.wav	t1L6jrciuxPY4WiL805pyfBFFsP2	3	വിശദമായ കണക്കുകൾ പിന്നെപ്പറയാം.	conversation	default	default
XYznlV8C9ouVRaLzuRkQ	audio/9b230598-14d9-495a-8c69-eca7fb12e4f3.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	ചെന്നായും ആട്ടിടയരും	story	Female	30-40
XaqrepC7Z2JiiT5T935O	audio/2aa093f5-dc32-4ab0-8b23-f86fec0d3046.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	മുളയിലറിയാം വിള.	proverb	Female	30-40
XfsCs8P6FQBxj6uXobpH	audio/c782056f-f4a6-406f-b56a-404824f13351.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	ഗതികെട്ടാൽ പുലി പുല്ലും തിന്നും.	proverb	Male	30-40
XjH2HBenUGNKsw7rhgbH	audio/db746906-ffa2-4fc1-95ed-cb56d9fd91d9.wav	KPppnsxEYoYUpLTsjFfNl8exkYv1	3	നായയും എല്ലിന്‍ കഷ്ണവും	story	default	default
Xs8SF3LS7SSIlf3HLHxv	audio/3d4fadd1-1a39-4cb7-8947-9e3e90e0923c.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	അധികം താമസിയാതെ വിശന്നു ചാവുകയും ചെയ്തു	story	Female	30-40
Xt99u97f6NzDEjdLWzAA	audio/bf379622-d613-4459-8624-9a70d3072888.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	അണ്ണാൻ കുഞ്ഞും തന്നാലായത്.	proverb	Male	30-40
Y93wA5fpkUKG2oZ3GYDU	audio/483dbc5d-d952-492d-9c0d-c4af0d68aa19.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ആളു ചെറുതു കോളു വലുതു.	proverb	Male	30-40
Ye8pdIjs2IJNLg7ajdf5	audio/19e588eb-a081-48c4-8837-3643fe3d7ae2.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ആരാണെന്നും എന്താണെന്നും അറിയില്ല.	conversation	Male	30-40
YuzVdPrhs5SbnvnfmYDB	audio/16408ae7-4d58-4827-891c-f3d39070a2db.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	3	നീയൊന്ന് കൂവി നോക്കിക്കേ.	conversation	Male	30-40
Z255tOT3jkHj5xb6J3zh	audio/6377f922-c465-44c5-b7d5-8754e951d156.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	അച്ഛൻ ആനപ്പുറത്ത് കയറിയാൽ മകന് തഴമ്പുണ്ടാകുമോ?	proverb	Male	30-40
ZADFFScmlnLPjrRMdJ4j	audio/c606a467-e795-4102-b611-4b344bfcc12d.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	തേൻകുടവും ഈച്ചകളും	story	Male	30-40
ZCzglmTaEGeEVdKCoPnW	audio/1b83eb25-cc23-483e-852f-25045337c8d8.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	അതൊന്നും പറഞ്ഞാൽ പറ്റില്ല.	conversation	Male	30-40
ZFisHzccvzyAMZka4rWH	audio/7622453c-95a8-4514-a904-7830a178cbd3.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	മോങ്ങാനിരുന്ന പട്ടിയുടെ തലയിൽ തേങ്ങ വീണു.	proverb	Male	30-40
ZFoIuLMzCA9YaMtby9en	audio/f2063473-3c64-4885-a118-fcdb165c4ea4.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	താഴ്ന്ന നിലത്തേ നീരോടൂ.	proverb	Male	30-40
ZZxEXP5dXztSWFIuxcSp	audio/3aa2bedc-124f-4a78-a17c-bc0a8c83a0e5.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	കാര്യം നല്ല തറവാട്ടുകാരാ.	conversation	Male	30-40
ZiiQlB4J2ELbn3dGZXjN	audio/cc53b0b4-b2ab-4cac-8db1-1486d4b6d687.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഏതാനും ദിവസങ്ങള്‍ കഴിഞ്ഞപ്പോള്‍ അതേ വവ്വാല്‍ മറ്റൊരു കീരിയുടെ കൈയ്യിലകപ്പെട്ടു	story	Male	30-40
ZkRRZlJb7rH8UOiStTAv	audio/5a6bbd46-c016-4fec-baec-7aa420758594.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	മത്ത കുത്തിയാൽ കുമ്പളം മുളക്കില്ല.	proverb	Male	30-40
ZlwpPD0ccJ0dlNT8o6WP	audio/eb3e0f1d-a2b1-4e82-9597-f6c69cb92596.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	പഴുത്ത പ്ലാവില വീഴുമ്പോൾ പച്ച പ്ലാവില ചിരിക്കേണ്ട.	proverb	Male	30-40
Zxsh42rzEbNrKnoaylgZ	audio/81f3bf8b-e99c-4a1b-af8e-1a1a207dee98.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	അങ്ങാടിപ്പയ്യ് ആലയിൽ നിൽക്കില്ല.	proverb	Male	30-40
a175SIN2V0zkTFcKXPMG	audio/d384c8f7-cf38-4df1-9054-8025b18b876b.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഓടിക്കൊണ്ടിരുന്ന വണ്ടിയുടെ ടയർ പൊട്ടി.	conversation	Male	30-40
aKdZUaJvSbigbaAcjXWa	audio/6d38fdea-3b79-4496-bca7-7299a6cc7aa2.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	എന്നാൽ പിന്നെ നമുക്ക് ഓടാം.	conversation	Male	30-40
aNqyhx9IRUYhnx4VOaxU	audio/99a4dee3-5604-49e8-8d56-5549aac2260e.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	നാളെ എനിയ്ക്ക് അവധിയാണ്.	conversation	Male	30-40
aRioo75i8qAKGb3MOGLH	audio/d92297f7-ced7-43a1-b147-e7a43e2ce2ea.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	പുകഞ്ഞ കൊള്ളി പുറത്ത്.	proverb	Male	30-40
aYmVWqBIP4uIcBoI2LAo	audio/333d41d7-912f-4754-97bf-96bf8468b9fd.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	അത്തം വെളുത്താൽ ഓണം കറുക്കും.	proverb	Male	30-40
aqeULoJdooeuupg9MWnj	audio/fe2b14c6-6241-4946-b98c-be64a9e44a5d.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	കരയുന്ന കുഞ്ഞിനേ പാലുള്ളൂ.	proverb	Male	30-40
aygKUqenLIHuaEmOM2Aa	audio/9b59b215-77d3-4df8-8a3c-6199c8ab0a5f.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	എങ്കിലും ദയ തോന്നി എലിയെ വെറുതെ വിട്ടു	story	Male	30-40
bHQhyy7EdCKrbbmtNIvB	audio/95e9b4b5-4c4e-4ee8-a8f9-1f23c762177d.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ചങ്ങലയ്ക്കു ഭ്രാന്തു പിടിച്ചാലോ?	proverb	Male	30-40
bLsojb47wuB66EGAXcHj	audio/0fe3db9c-642c-4aa8-a856-7ee04d765803.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	കൂടുതൽ വിശദീകരിക്കുന്നില്ല.	conversation	Male	30-40
bZj5836BfbmpjKROiAFO	audio/c9d2d761-b0ef-42e1-a65c-5c52a5d88f02.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	കക്ഷത്തിലുള്ളത് പോകാനും പാടില്ല ഉത്തരത്തിലേത് ഏടുക്കുകയും വേണം.	proverb	Male	30-40
bgcaEo7bDukPtWuy7cpZ	audio/b88d5439-da8b-4707-8a6c-7b679a1ed75a.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഇറച്ചിയില്ലാത്ത ബിരിയാണിയോ?	conversation	Male	30-40
bgf5WH6cUMyOiiX215Pi	audio/7135fa44-2f14-4e43-9574-2eacb28cf459.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഇത് കേട്ടു സിംഹം പൊട്ടിച്ചിരിച്ചു	story	Male	30-40
bh3iB8cU9LIgba4bNfhb	audio/cf0ff82e-9902-4862-ab2e-913ba661e5d8.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	എന്റെ ആരോപണങ്ങൾക്കെല്ലാം നിനക്ക് മറുപടിയുണ്ടായിരിക്കാം	story	Male	30-40
bmUXqE0nLaHNBFFaBl9L	audio/0946a835-e67a-4af1-b579-be801d81adf4.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	കൊക്കെത്ര കുളം കണ്ടതാ?	proverb	Male	30-40
c1X00clTus1vAb3FEO9d	audio/e6dd8a0b-818a-4d93-8b94-9547fff5ac12.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	സൂര്യനും കാറ്റും	story	Male	30-40
cJahjIbgZO9GOJn7Tc1O	audio/909c6276-199d-4ec1-b419-b2c642591300.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	3	കയ്യിൽ കാശുണ്ടോ?	conversation	Male	30-40
cZzJ2f9esGmfrB1GNxAA	audio/51fac5e4-aa67-4766-ac78-e7f67533188e.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	മുതലക്കുഞ്ഞിനെ നീന്തൽ പഠിപ്പിക്കേണ്ട.	proverb	Male	30-40
cbZUupN2UijbluwvzBli	audio/5b926a41-8dce-4ffa-b528-a93520feb4c5.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	അയ്യോ ഞാന്‍ പക്ഷിയല്ല ഞാനൊരെലിയാണ്	story	Female	30-40
ceKUDF9eozBlTlCEWnAd	audio/5e21bb00-a3ad-4ed1-bedc-c79cc518410c.wav	MYf90clR8ehYYBOp1NAncn85tuH3	3	ചെന്നായ് ആരോപണം മാറ്റി	story	default	default
cf1XR0aYrYd3l6lFT9ln	audio/24cd0710-b038-49bd-b036-fa27c8d89fc7.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	പട പേടിച്ച് പന്തളത്ത് പോയപ്പോൾ അവിടെ പന്തം കൊളുത്തി പട.	proverb	Female	30-40
cf77EMcNVQGCvs2hp53x	audio/c3eea22a-4e0a-42a4-a37f-42d6330c825e.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	നിന്റെ പേരെന്താണ്?	conversation	Female	30-40
ciZFHRR4FgZ3BAw7QMzn	audio/26fa341e-8001-4d97-a291-3d5b4cb5ecf1.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	കഴുതയും പുൽച്ചാടികളും	story	Female	30-40
cjVDr71AzT5FDCOvl6qn	audio/7c07082e-9af0-467e-b01f-653f5153ca9e.wav	LSrQQVjua4YmcUc6BcBqDFQbJd12	3	ആരെങ്കിലും അവിടെ വരെയൊന്ന് പോയി നോക്കൂ.	conversation	Male	20-30
cjmDw5atIAbrkGAY4vzR	audio/d760b70d-4d3c-40c4-9dfa-01c56e0bd239.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	3	കാക്ക കുളിച്ചാൽ കൊക്കാകുമോ?	proverb	default	default
cmxfizUwZtCcamiB1DmB	audio/8b5169fc-95f1-4922-884c-a2ec5d6eff12.wav	Li6cyWawv0TavTANle4yTmzCDty2	3	ക്ഷമിക്കണം ഞാനോർത്തില്ല.	conversation	Female	50-60
covsJ1HvhPKor7YjLQzB	audio/e927ed75-a3f6-4236-a00a-44cecccea39d.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	വായിക്കുന്ന കാര്യമാണ് കഷ്ടം.	conversation	Female	30-40
cqIArKlXgFCJZcb12KcN	audio/29d56f27-a6c4-47e5-8f93-10ce2011ef26.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	എന്നാണ് അവളുടെ പിറന്നാൾ?	conversation	Female	30-40
crOSpefRdSvywmKdk1Rl	audio/f8dd78d4-5f86-45df-8687-0664e28c7234.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	വല്ലഭനു പുല്ലും ആയുധം.	proverb	Male	30-40
d0ztRgGqAscCHBtBvYD2	audio/d9a76f47-8d45-49b1-a9ce-0fb1ad778698.wav	MYf90clR8ehYYBOp1NAncn85tuH3	3	ഓടുന്ന പട്ടിയ്ക്കു ഒരു മുഴം മുമ്പേ.	proverb	default	default
d2NxGmzQLhwktSgU3Yj0	audio/bcb55816-ebf4-419c-84a1-341b7a0e8cee.wav	Qj37QEH5LxS3PUFPbFpb8Q0zqFh1	3	ആഴത്തിൽ ഉഴുതു അകലെ നടണം.	proverb	default	default
d3w0ydlA6a6Id66EmM9Z	audio/1195d052-1be3-4400-a839-a634950e2e04.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	മൺവെട്ടി തണുപ്പറിയുമോ?	proverb	Male	30-40
d84MsJDmMW5AgkSUhEmP	audio/86e1059f-be8d-4edd-8589-419d94de8e0d.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	ചെന്നായ് ആരോപണം മാറ്റി	story	Male	30-40
d9bLKbsMqpeXtUWsJZKY	audio/751b07dd-2226-4c7e-9c2a-9c19947a3d44.wav	b9br7qKM8QWW0h954mhTKmnDASI2	3	മിന്നുന്നതെല്ലാം പൊന്നല്ല	proverb	Female	20-30
d9evQdQvZt7sj44v9ioG	audio/2600a272-f22b-4d97-8e2c-00369d04b4ad.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ആമയും പക്ഷികളും	story	Male	30-40
dAa48pAUk7sFQ4EC6nkX	audio/79d43e42-261a-4cdb-8d45-6a8fa1d60d44.wav	Y3uj7LGGFGcrklUpQDW50rwa0hL2	3	അത്താഴം മുടക്കാൻ നീർക്കോലി മതി.	proverb	Male	20-30
dfxDKfrSfoz2B5zCpPvH	audio/2f5301e5-a1d2-469c-9ad2-ad0706f4fdd6.wav	11nKjHmpoZPhPDxX60Dt2Gxb0DD2	3	തേനൊഴിച്ചു വളർത്തിയാലും കാഞ്ഞിരം കയ്ക്കും.	proverb	default	default
e6N3sSg1fnH4GhWC0Oki	audio/3646ce10-6689-4952-a8da-3b20d16f962e.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	അവനെക്കണ്ടു പഠിയ്ക്കണം.	conversation	Female	30-40
e9WLS5rYn965Jy8PVA9N	audio/57b6c91e-3531-4a82-9423-3b7bf2ad4120.wav	vUdcLk4ROIR8CsaYAG6YsAmj15J3	3	ഞാനൊരു കലക്കു കലക്കും	conversation	default	default
eTa5Sio45VxlqqhWPDOR	audio/01ef91e8-fa39-4de6-aeb0-7c6aba445bda.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	തന്നോളം പോന്നാൽ മകനേയും താനെന്നു വിളിക്കണം.	proverb	Male	30-40
edmQssUSrIPn9GlzieLQ	audio/b2a7eed8-3ebb-48a6-be45-d15bead50e67.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഒരു വെടിക്കു രണ്ടു പക്ഷി.	proverb	Male	30-40
eebHOYOGePx0uJdLFirA	audio/74a3c5bd-cfdb-44c0-bc41-452cafbcae05.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	അയ്യോ എനിയ്ക്ക് വേണ്ട.	conversation	Male	30-40
efPNju9v5Qb5RLyuTpi6	audio/d797ee84-4f96-4ae4-8124-174e98a5f1bd.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഞാൻ ഭക്ഷണം കഴിച്ചിട്ടില്ല.	conversation	Male	30-40
egHoix94VDfTEOWnUcJY	audio/eeec2549-9e2f-4a6e-adfd-27456f813279.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	3	എത്ര സപ്ലി ഉണ്ട്?	conversation	Male	30-40
f7jkkNrdL4Qc95CYxEHi	audio/16114902-37c3-4365-b2cd-eeaf5b58bc45.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	ഒരു കിലോ അരിയ്ക്ക് എത്ര രൂപ വരും?	conversation	Female	30-40
fA4er3CTibZGwaUKUNpx	audio/3126d37e-693b-43b9-90d8-71aa9ed27503.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	കക്ക വിഴുങ്ങിയ നായ	story	Male	30-40
fB15CHFBJaCbWdnspkgL	audio/48983e7c-652b-4153-9dfd-ce019fcfe174.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഇതൊക്കെ ഒരു അന്ധവിശ്വാസമല്ലേ?	conversation	Male	30-40
fCHbF42gRlQsrV6RsvIt	audio/3b76b78e-de94-48d8-b13c-45d698d5ed32.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	വീട്ടിലിരുന്നു മുഷിഞ്ഞപ്പോൾ ഞാനൊന്ന് അലക്കി.	conversation	Male	30-40
fUHWFWai5sZPpzNTQZM2	audio/4f57ee9a-881b-43df-a317-dc1742d7307f.wav	MYf90clR8ehYYBOp1NAncn85tuH3	3	അവന്‍ ആട്ടിന്‍ കുട്ടിയെ സമീപിച്ചു ഇപ്രകാരം പറഞ്ഞു	story	default	default
fkGjHXxP1bJalXS2Yp6l	audio/0a4bc2e3-a09d-47fd-a50d-c80fee54af4b.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	3	ഭാര്യയാണ് എനിയ്ക്ക് മുടിവെട്ടി തന്നത്.	conversation	Male	30-40
flVjbMmTRkNa3fr1WM2G	audio/ca846919-860a-45e3-81a9-82bda55031fc.wav	A6QyXtLuPeMLlctqsQCiUb5Sb0E2	3	സൂചികൊണ്ടെടുക്കേണ്ടത് തൂമ്പ കൊണ്ടെടുക്കരുത്.	proverb	default	default
fvCz1cLmWCpOPgeGOpqX	audio/0929f9e0-b7d0-4cac-893a-34cc4ee690c4.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	എന്തു ഭക്ഷണം കഴിച്ചിട്ടാണ് ഇത്രയും മാധുര്യമാർന്ന സ്വരം ലഭിക്കുന്നതെന്നവന്‍ പുൽച്ചാടികളോട് തിരക്കി	story	Female	30-40
fxs09wlflaU0kG3TTxxZ	audio/b6d7f85a-24a9-44a1-a23c-d115410f5837.wav	Li6cyWawv0TavTANle4yTmzCDty2	3	ആരാണെന്നും എന്താണെന്നും അറിയില്ല.	conversation	Female	50-60
fyqAa38tQv7Ingg9GDL4	audio/f3952bb6-9e2c-4600-8133-be7ee05d2837.wav	4g8oHH1MgvOvECpoSKbWWrRpWT82	3	വർഷം പോലെ കൃഷി.	proverb	Male	20-30
g0jC4NVqp2OPbRqp1NZ8	audio/7046f129-7f82-46ac-9425-56c1608d9cc5.wav	Li6cyWawv0TavTANle4yTmzCDty2	3	ഹൊ ഇതിന്റെയൊന്നും ഒരാവശ്യവുമില്ല.	conversation	Female	50-60
g8bWpAKX8YeW6LsbCSpN	audio/76531722-2ef6-4ca3-928c-dfd90a7e081b.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	അങ്ങാടിയിൽ തോറ്റതിനമ്മയോട്.	proverb	Male	30-40
gCXSUwqWDmAE9fyt3K7q	audio/02c672b3-052d-46f8-9c5d-a91bde4bb158.wav	Li6cyWawv0TavTANle4yTmzCDty2	3	പാറമടയിൽ കുളിക്കാൻ വരുന്നോ?	conversation	Female	50-60
gD4JEyuF4jBqTAcpBnwX	audio/6d941406-8b1a-4ef1-8c56-a0bd3cda2c5d.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	കുറുക്കനും ആടും	story	Male	30-40
gKwnj7UBog0f8k15yu29	audio/1d66da62-a416-406b-8951-a042ccf038e9.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	കഴുതയും ചെന്നായും	story	Female	30-40
gLDiIbaTs638vIGI1mAy	audio/984df8d3-8987-4e23-8d44-33134abb31a4.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	അത്തം പത്തോണം.	proverb	Male	30-40
gLmQ6MstgFjtZ1ZpFkkt	audio/b78e5ead-be89-4982-a662-b7fe9315a8df.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഞാനൊരു കലക്കു കലക്കും	conversation	Male	30-40
gNw2OhkEddwkpDOwaCJw	audio/640455b6-52a1-434c-957a-b792757f9cfd.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	ഒരെലിയായിരുന്നു അബദ്ധത്തില്‍ സിംഹത്തിന്റെ ദേഹത്തേക്ക് വീണത്	story	Female	30-40
gQufK1t4iC1jeMEqpSTp	audio/0577434a-e9d6-4198-94b9-fa37f103a80b.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	3	വേലി തന്നെ വിളവു തിന്നുക.	proverb	Male	30-40
grTZ0elErFwwaGFPqBKy	audio/5aa8abd9-f463-4bd4-acee-de54a6c65589.wav	J4S9i6Zy1oXldAj4XuvHqXX2RK62	3	പരീക്ഷ കുഴപ്പമുണ്ടായിരുന്നില്ല.	conversation	Male	20-30
gvJNdbs7rFE8hYB3dgsT	audio/2c7876e0-4a5c-46c6-8705-aae5cdff439f.wav	Q46PtX2nbQWsP1KWcVzWUKMoC6a2	3	ഓണം വരാനൊരു മൂലം വേണം.	proverb	default	default
h0Teguxm18gtqKvPVgT6	audio/3c0097ec-6045-4473-ba7d-af2a15b8e1ef.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഇപ്പോഴാണ് ശ്വാസം നേരെ വീണത്.	conversation	Male	30-40
h6Ce6EompRhtyRHAxwFS	audio/f061b2a9-9bb5-4281-b2e7-9388307301dd.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	നീയൊന്ന് കൂവി നോക്കിക്കേ.	conversation	Male	30-40
h7ujWWaJYeKi6Eq0g2dm	audio/ec62fba8-a0ed-4917-a405-33d6eb9a4820.wav	vUdcLk4ROIR8CsaYAG6YsAmj15J3	3	ആരെങ്കിലും അവിടെ വരെയൊന്ന് പോയി നോക്കൂ.	conversation	default	default
hBw2ef3oeQb6kLA6zYFg	audio/1a104903-0c6c-4bce-89db-47fffc94c8d9.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	നീർക്കോലിക്ക് നീന്തൽ പഠിപ്പിക്കണ്ട.	proverb	Male	30-40
hHIied0ME5yLgkSjpXT6	audio/b57bf9bc-3b39-4e0b-9e1a-9c375036abce.wav	L2VjTEBUwJVobWfHy9wPZo0C7EQ2	3	മിന്നുന്നതെല്ലാം പൊന്നല്ല	proverb	default	default
hHMrsvYdWcuiYSWvrKkA	audio/f080ac26-a794-4813-96b3-016500bcbad2.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	മുറിവാലന്‍ കുറുക്കൻ	story	Male	30-40
hPh51pJIRxP6NWhkBgUH	audio/105c5078-d8e4-4857-9159-8acaee91c09c.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	പട്ടി കുരച്ചാൽ പടിപ്പുര തുറക്കുമോ?	proverb	Female	30-40
hXal88dtIgRLL5k0Ypqw	audio/9052b394-8883-4c62-ad04-8d96edf482d5.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ക്ഷമിക്കണം ഞാനോർത്തില്ല.	conversation	Male	30-40
